target,location,season,forecast date,observation,observation2
1wk,region7,2015/2016,3/14/2016,2.50362,
1wk,region7,2015/2016,3/21/2016,1.99971,
1wk,region7,2015/2016,3/28/2016,2.05839,
1wk,region7,2015/2016,4/4/2016,2.09375,
1wk,region7,2015/2016,4/11/2016,1.54483,
1wk,region7,2015/2016,4/18/2016,1.39301,
1wk,region7,2015/2016,4/25/2016,1.20827,
1wk,region7,2015/2016,5/2/2016,0.986163,
1wk,region7,2015/2016,5/9/2016,0.908619,
1wk,region7,2015/2016,5/16/2016,0.704888,
2wk,region7,2015/2016,11/2/2015,1.15375,
2wk,region7,2015/2016,11/9/2015,1.20878,
2wk,region7,2015/2016,11/16/2015,1.05016,
2wk,region7,2015/2016,11/23/2015,1.31092,
2wk,region7,2015/2016,12/1/2015,0.95359,
2wk,region7,2015/2016,12/7/2015,0.912263,
2wk,region7,2015/2016,12/14/2015,1.19874,
2wk,region7,2015/2016,12/21/2015,1.39056,
2wk,region7,2015/2016,12/30/2015,1.55082,
2wk,region7,2015/2016,1/6/2016,1.41906,
2wk,region7,2015/2016,1/11/2016,1.1452,
2wk,region7,2015/2016,1/18/2016,1.15409,
2wk,region7,2015/2016,1/25/2016,1.175,
2wk,region7,2015/2016,2/1/2016,1.12489,
2wk,region7,2015/2016,2/8/2016,1.50883,
2wk,region7,2015/2016,2/15/2016,1.81036,
2wk,region7,2015/2016,2/22/2016,1.8449,
2wk,region7,2015/2016,2/29/2016,2.40642,
2wk,region7,2015/2016,3/7/2016,2.50362,
2wk,region7,2015/2016,3/14/2016,1.99971,
2wk,region7,2015/2016,3/21/2016,2.05839,
2wk,region7,2015/2016,3/28/2016,2.09375,
2wk,region7,2015/2016,4/4/2016,1.54483,
2wk,region7,2015/2016,4/11/2016,1.39301,
2wk,region7,2015/2016,4/18/2016,1.20827,
2wk,region7,2015/2016,4/25/2016,0.986163,
2wk,region7,2015/2016,5/2/2016,0.908619,
2wk,region7,2015/2016,5/9/2016,0.704888,
2wk,region7,2015/2016,5/16/2016,0.59335,
3wk,region7,2015/2016,11/2/2015,1.20878,
3wk,region7,2015/2016,11/9/2015,1.05016,
3wk,region7,2015/2016,11/16/2015,1.31092,
3wk,region7,2015/2016,11/23/2015,0.95359,
3wk,region7,2015/2016,12/1/2015,0.912263,
3wk,region7,2015/2016,12/7/2015,1.19874,
3wk,region7,2015/2016,12/14/2015,1.39056,
3wk,region7,2015/2016,12/21/2015,1.55082,
3wk,region7,2015/2016,12/30/2015,1.41906,
3wk,region7,2015/2016,1/6/2016,1.1452,
3wk,region7,2015/2016,1/11/2016,1.15409,
3wk,region7,2015/2016,1/18/2016,1.175,
3wk,region7,2015/2016,1/25/2016,1.12489,
3wk,region7,2015/2016,2/1/2016,1.50883,
3wk,region7,2015/2016,2/8/2016,1.81036,
3wk,region7,2015/2016,2/15/2016,1.8449,
3wk,region7,2015/2016,2/22/2016,2.40642,
3wk,region7,2015/2016,2/29/2016,2.50362,
3wk,region7,2015/2016,3/7/2016,1.99971,
3wk,region7,2015/2016,3/14/2016,2.05839,
3wk,region7,2015/2016,3/21/2016,2.09375,
3wk,region7,2015/2016,3/28/2016,1.54483,
3wk,region7,2015/2016,4/4/2016,1.39301,
3wk,region7,2015/2016,4/11/2016,1.20827,
3wk,region7,2015/2016,4/18/2016,0.986163,
3wk,region7,2015/2016,4/25/2016,0.908619,
3wk,region7,2015/2016,5/2/2016,0.704888,
3wk,region7,2015/2016,5/9/2016,0.59335,
3wk,region7,2015/2016,5/16/2016,0.32297,
4wk,region7,2015/2016,11/2/2015,1.05016,
4wk,region7,2015/2016,11/9/2015,1.31092,
4wk,region7,2015/2016,11/16/2015,0.95359,
4wk,region7,2015/2016,11/23/2015,0.912263,
4wk,region7,2015/2016,12/1/2015,1.19874,
4wk,region7,2015/2016,12/7/2015,1.39056,
4wk,region7,2015/2016,12/14/2015,1.55082,
4wk,region7,2015/2016,12/21/2015,1.41906,
4wk,region7,2015/2016,12/30/2015,1.1452,
4wk,region7,2015/2016,1/6/2016,1.15409,
4wk,region7,2015/2016,1/11/2016,1.175,
4wk,region7,2015/2016,1/18/2016,1.12489,
4wk,region7,2015/2016,1/25/2016,1.50883,
4wk,region7,2015/2016,2/1/2016,1.81036,
4wk,region7,2015/2016,2/8/2016,1.8449,
4wk,region7,2015/2016,2/15/2016,2.40642,
4wk,region7,2015/2016,2/22/2016,2.50362,
4wk,region7,2015/2016,2/29/2016,1.99971,
4wk,region7,2015/2016,3/7/2016,2.05839,
4wk,region7,2015/2016,3/14/2016,2.09375,
4wk,region7,2015/2016,3/21/2016,1.54483,
4wk,region7,2015/2016,3/28/2016,1.39301,
4wk,region7,2015/2016,4/4/2016,1.20827,
4wk,region7,2015/2016,4/11/2016,0.986163,
4wk,region7,2015/2016,4/18/2016,0.908619,
4wk,region7,2015/2016,4/25/2016,0.704888,
4wk,region7,2015/2016,5/2/2016,0.59335,
4wk,region7,2015/2016,5/9/2016,0.32297,
4wk,region7,2015/2016,5/16/2016,0.395716,
1wk,region8,2015/2016,11/2/2015,0.612608,
1wk,region8,2015/2016,11/9/2015,0.721433,
1wk,region8,2015/2016,11/16/2015,0.744407,
1wk,region8,2015/2016,11/23/2015,0.776688,
1wk,region8,2015/2016,12/1/2015,0.997922,
1wk,region8,2015/2016,12/7/2015,0.725679,
1wk,region8,2015/2016,12/14/2015,0.891982,
1wk,region8,2015/2016,12/21/2015,0.895779,
1wk,region8,2015/2016,12/30/2015,1.15229,
1wk,region8,2015/2016,1/6/2016,1.51137,
1wk,region8,2015/2016,1/11/2016,1.11457,
1wk,region8,2015/2016,1/18/2016,1.1948,
1wk,region8,2015/2016,1/25/2016,1.223,
1wk,region8,2015/2016,2/1/2016,1.27726,
1wk,region8,2015/2016,2/8/2016,1.56575,
1wk,region8,2015/2016,2/15/2016,1.82146,
1wk,region8,2015/2016,2/22/2016,2.14436,
1wk,region8,2015/2016,2/29/2016,2.17828,
1wk,region8,2015/2016,3/7/2016,2.02175,
1wk,region8,2015/2016,3/14/2016,2.13339,
1wk,region8,2015/2016,3/21/2016,2.15504,
1wk,region8,2015/2016,3/28/2016,1.8562,
1wk,region8,2015/2016,4/4/2016,1.75798,
1wk,region8,2015/2016,4/11/2016,1.65459,
1wk,region8,2015/2016,4/18/2016,1.29455,
1wk,region8,2015/2016,4/25/2016,1.15101,
1wk,region8,2015/2016,5/2/2016,0.981887,
1wk,region8,2015/2016,5/9/2016,0.974622,
1wk,region8,2015/2016,5/16/2016,0.822481,
2wk,region8,2015/2016,11/2/2015,0.721433,
2wk,region8,2015/2016,11/9/2015,0.744407,
2wk,region8,2015/2016,11/16/2015,0.776688,
2wk,region8,2015/2016,11/23/2015,0.997922,
2wk,region8,2015/2016,12/1/2015,0.725679,
2wk,region8,2015/2016,12/7/2015,0.891982,
2wk,region8,2015/2016,12/14/2015,0.895779,
2wk,region8,2015/2016,12/21/2015,1.15229,
2wk,region8,2015/2016,12/30/2015,1.51137,
2wk,region8,2015/2016,1/6/2016,1.11457,
2wk,region8,2015/2016,1/11/2016,1.1948,
2wk,region8,2015/2016,1/18/2016,1.223,
2wk,region8,2015/2016,1/25/2016,1.27726,
2wk,region8,2015/2016,2/1/2016,1.56575,
2wk,region8,2015/2016,2/8/2016,1.82146,
2wk,region8,2015/2016,2/15/2016,2.14436,
2wk,region8,2015/2016,2/22/2016,2.17828,
2wk,region8,2015/2016,2/29/2016,2.02175,
2wk,region8,2015/2016,3/7/2016,2.13339,
2wk,region8,2015/2016,3/14/2016,2.15504,
2wk,region8,2015/2016,3/21/2016,1.8562,
2wk,region8,2015/2016,3/28/2016,1.75798,
2wk,region8,2015/2016,4/4/2016,1.65459,
2wk,region8,2015/2016,4/11/2016,1.29455,
2wk,region8,2015/2016,4/18/2016,1.15101,
2wk,region8,2015/2016,4/25/2016,0.981887,
2wk,region8,2015/2016,5/2/2016,0.974622,
2wk,region8,2015/2016,5/9/2016,0.822481,
2wk,region8,2015/2016,5/16/2016,0.743372,
3wk,region8,2015/2016,11/2/2015,0.744407,
3wk,region8,2015/2016,11/9/2015,0.776688,
3wk,region8,2015/2016,11/16/2015,0.997922,
3wk,region8,2015/2016,11/23/2015,0.725679,
3wk,region8,2015/2016,12/1/2015,0.891982,
3wk,region8,2015/2016,12/7/2015,0.895779,
3wk,region8,2015/2016,12/14/2015,1.15229,
3wk,region8,2015/2016,12/21/2015,1.51137,
3wk,region8,2015/2016,12/30/2015,1.11457,
3wk,region8,2015/2016,1/6/2016,1.1948,
3wk,region8,2015/2016,1/11/2016,1.223,
3wk,region8,2015/2016,1/18/2016,1.27726,
3wk,region8,2015/2016,1/25/2016,1.56575,
3wk,region8,2015/2016,2/1/2016,1.82146,
3wk,region8,2015/2016,2/8/2016,2.14436,
3wk,region8,2015/2016,2/15/2016,2.17828,
3wk,region8,2015/2016,2/22/2016,2.02175,
3wk,region8,2015/2016,2/29/2016,2.13339,
3wk,region8,2015/2016,3/7/2016,2.15504,
3wk,region8,2015/2016,3/14/2016,1.8562,
3wk,region8,2015/2016,3/21/2016,1.75798,
3wk,region8,2015/2016,3/28/2016,1.65459,
3wk,region8,2015/2016,4/4/2016,1.29455,
3wk,region8,2015/2016,4/11/2016,1.15101,
3wk,region8,2015/2016,4/18/2016,0.981887,
3wk,region8,2015/2016,4/25/2016,0.974622,
3wk,region8,2015/2016,5/2/2016,0.822481,
3wk,region8,2015/2016,5/9/2016,0.743372,
3wk,region8,2015/2016,5/16/2016,0.748952,
4wk,region8,2015/2016,11/2/2015,0.776688,
4wk,region8,2015/2016,11/9/2015,0.997922,
4wk,region8,2015/2016,11/16/2015,0.725679,
4wk,region8,2015/2016,11/23/2015,0.891982,
4wk,region8,2015/2016,12/1/2015,0.895779,
4wk,region8,2015/2016,12/7/2015,1.15229,
4wk,region8,2015/2016,12/14/2015,1.51137,
4wk,region8,2015/2016,12/21/2015,1.11457,
4wk,region8,2015/2016,12/30/2015,1.1948,
4wk,region8,2015/2016,1/6/2016,1.223,
4wk,region8,2015/2016,1/11/2016,1.27726,
4wk,region8,2015/2016,1/18/2016,1.56575,
4wk,region8,2015/2016,1/25/2016,1.82146,
4wk,region8,2015/2016,2/1/2016,2.14436,
4wk,region8,2015/2016,2/8/2016,2.17828,
4wk,region8,2015/2016,2/15/2016,2.02175,
4wk,region8,2015/2016,2/22/2016,2.13339,
4wk,region8,2015/2016,2/29/2016,2.15504,
4wk,region8,2015/2016,3/7/2016,1.8562,
4wk,region8,2015/2016,3/14/2016,1.75798,
4wk,region8,2015/2016,3/21/2016,1.65459,
4wk,region8,2015/2016,3/28/2016,1.29455,
4wk,region8,2015/2016,4/4/2016,1.15101,
4wk,region8,2015/2016,4/11/2016,0.981887,
4wk,region8,2015/2016,4/18/2016,0.974622,
4wk,region8,2015/2016,4/25/2016,0.822481,
4wk,region8,2015/2016,5/2/2016,0.743372,
4wk,region8,2015/2016,5/9/2016,0.748952,
4wk,region8,2015/2016,5/16/2016,0.739644,
1wk,region9,2015/2016,11/2/2015,1.68057,
1wk,region9,2015/2016,11/9/2015,1.85319,
1wk,region9,2015/2016,11/16/2015,1.78976,
1wk,region9,2015/2016,11/23/2015,2.04532,
1wk,region9,2015/2016,12/1/2015,2.3103,
1wk,region9,2015/2016,12/7/2015,2.00403,
1wk,region9,2015/2016,12/14/2015,2.0343,
1wk,region9,2015/2016,12/21/2015,2.12648,
1wk,region9,2015/2016,12/30/2015,2.80184,
1wk,region9,2015/2016,1/6/2016,3.03653,
1wk,region9,2015/2016,1/11/2016,2.42695,
1wk,region9,2015/2016,1/18/2016,2.40393,
1wk,region9,2015/2016,1/25/2016,2.64512,
1wk,region9,2015/2016,2/1/2016,2.82762,
1wk,region9,2015/2016,2/8/2016,3.24343,
1wk,region9,2015/2016,2/15/2016,3.96877,
1wk,region9,2015/2016,2/22/2016,4.3744,
1wk,region9,2015/2016,2/29/2016,3.93795,
1wk,region9,2015/2016,3/7/2016,3.84237,
1wk,region9,2015/2016,3/14/2016,3.80214,
1wk,region9,2015/2016,3/21/2016,3.33579,
1wk,region9,2015/2016,3/28/2016,3.00441,
1wk,region9,2015/2016,4/4/2016,2.79596,
1wk,region9,2015/2016,4/11/2016,2.25215,
1wk,region9,2015/2016,4/18/2016,2.04201,
1wk,region9,2015/2016,4/25/2016,1.77389,
1wk,region9,2015/2016,5/2/2016,1.76207,
1wk,region9,2015/2016,5/9/2016,1.82169,
1wk,region9,2015/2016,5/16/2016,1.53927,
2wk,region9,2015/2016,11/2/2015,1.85319,
2wk,region9,2015/2016,11/9/2015,1.78976,
2wk,region9,2015/2016,11/16/2015,2.04532,
2wk,region9,2015/2016,11/23/2015,2.3103,
2wk,region9,2015/2016,12/1/2015,2.00403,
2wk,region9,2015/2016,12/7/2015,2.0343,
2wk,region9,2015/2016,12/14/2015,2.12648,
2wk,region9,2015/2016,12/21/2015,2.80184,
2wk,region9,2015/2016,12/30/2015,3.03653,
2wk,region9,2015/2016,1/6/2016,2.42695,
2wk,region9,2015/2016,1/11/2016,2.40393,
2wk,region9,2015/2016,1/18/2016,2.64512,
2wk,region9,2015/2016,1/25/2016,2.82762,
2wk,region9,2015/2016,2/1/2016,3.24343,
2wk,region9,2015/2016,2/8/2016,3.96877,
2wk,region9,2015/2016,2/15/2016,4.3744,
2wk,region9,2015/2016,2/22/2016,3.93795,
2wk,region9,2015/2016,2/29/2016,3.84237,
2wk,region9,2015/2016,3/7/2016,3.80214,
2wk,region9,2015/2016,3/14/2016,3.33579,
2wk,region9,2015/2016,3/21/2016,3.00441,
2wk,region9,2015/2016,3/28/2016,2.79596,
2wk,region9,2015/2016,4/4/2016,2.25215,
2wk,region9,2015/2016,4/11/2016,2.04201,
2wk,region9,2015/2016,4/18/2016,1.77389,
2wk,region9,2015/2016,4/25/2016,1.76207,
2wk,region9,2015/2016,5/2/2016,1.82169,
2wk,region9,2015/2016,5/9/2016,1.53927,
2wk,region9,2015/2016,5/16/2016,1.54039,
3wk,region9,2015/2016,11/2/2015,1.78976,
3wk,region9,2015/2016,11/9/2015,2.04532,
3wk,region9,2015/2016,11/16/2015,2.3103,
3wk,region9,2015/2016,11/23/2015,2.00403,
3wk,region9,2015/2016,12/1/2015,2.0343,
3wk,region9,2015/2016,12/7/2015,2.12648,
3wk,region9,2015/2016,12/14/2015,2.80184,
3wk,region9,2015/2016,12/21/2015,3.03653,
3wk,region9,2015/2016,12/30/2015,2.42695,
3wk,region9,2015/2016,1/6/2016,2.40393,
3wk,region9,2015/2016,1/11/2016,2.64512,
3wk,region9,2015/2016,1/18/2016,2.82762,
3wk,region9,2015/2016,1/25/2016,3.24343,
3wk,region9,2015/2016,2/1/2016,3.96877,
3wk,region9,2015/2016,2/8/2016,4.3744,
3wk,region9,2015/2016,2/15/2016,3.93795,
3wk,region9,2015/2016,2/22/2016,3.84237,
3wk,region9,2015/2016,2/29/2016,3.80214,
3wk,region9,2015/2016,3/7/2016,3.33579,
3wk,region9,2015/2016,3/14/2016,3.00441,
3wk,region9,2015/2016,3/21/2016,2.79596,
3wk,region9,2015/2016,3/28/2016,2.25215,
3wk,region9,2015/2016,4/4/2016,2.04201,
3wk,region9,2015/2016,4/11/2016,1.77389,
3wk,region9,2015/2016,4/18/2016,1.76207,
3wk,region9,2015/2016,4/25/2016,1.82169,
3wk,region9,2015/2016,5/2/2016,1.53927,
3wk,region9,2015/2016,5/9/2016,1.54039,
3wk,region9,2015/2016,5/16/2016,1.43685,
4wk,region9,2015/2016,11/2/2015,2.04532,
4wk,region9,2015/2016,11/9/2015,2.3103,
4wk,region9,2015/2016,11/16/2015,2.00403,
4wk,region9,2015/2016,11/23/2015,2.0343,
4wk,region9,2015/2016,12/1/2015,2.12648,
4wk,region9,2015/2016,12/7/2015,2.80184,
4wk,region9,2015/2016,12/14/2015,3.03653,
4wk,region9,2015/2016,12/21/2015,2.42695,
4wk,region9,2015/2016,12/30/2015,2.40393,
4wk,region9,2015/2016,1/6/2016,2.64512,
4wk,region9,2015/2016,1/11/2016,2.82762,
4wk,region9,2015/2016,1/18/2016,3.24343,
4wk,region9,2015/2016,1/25/2016,3.96877,
4wk,region9,2015/2016,2/1/2016,4.3744,
4wk,region9,2015/2016,2/8/2016,3.93795,
4wk,region9,2015/2016,2/15/2016,3.84237,
4wk,region9,2015/2016,2/22/2016,3.80214,
4wk,region9,2015/2016,2/29/2016,3.33579,
4wk,region9,2015/2016,3/7/2016,3.00441,
4wk,region9,2015/2016,3/14/2016,2.79596,
4wk,region9,2015/2016,3/21/2016,2.25215,
4wk,region9,2015/2016,3/28/2016,2.04201,
4wk,region9,2015/2016,4/4/2016,1.77389,
4wk,region9,2015/2016,4/11/2016,1.76207,
4wk,region9,2015/2016,4/18/2016,1.82169,
4wk,region9,2015/2016,4/25/2016,1.53927,
4wk,region9,2015/2016,5/2/2016,1.54039,
4wk,region9,2015/2016,5/9/2016,1.43685,
4wk,region9,2015/2016,5/16/2016,1.38684,
1wk,us,2015/2016,11/2/2015,1.39238,
1wk,us,2015/2016,11/9/2015,1.47952,
1wk,us,2015/2016,11/16/2015,1.54546,
1wk,us,2015/2016,11/23/2015,1.64238,
1wk,us,2015/2016,12/1/2015,1.94444,
1wk,us,2015/2016,12/7/2015,1.72387,
1wk,us,2015/2016,12/14/2015,1.83466,
1wk,us,2015/2016,12/21/2015,1.92413,
1wk,us,2015/2016,12/30/2015,2.36367,
1wk,us,2015/2016,1/6/2016,2.46448,
1wk,us,2015/2016,1/11/2016,1.9951,
1wk,us,2015/2016,1/18/2016,2.04124,
1wk,us,2015/2016,1/25/2016,2.15824,
1wk,us,2015/2016,2/1/2016,2.28139,
1wk,us,2015/2016,2/8/2016,2.41851,
1wk,us,2015/2016,2/15/2016,2.84596,
1wk,us,2015/2016,2/22/2016,3.16601,
1wk,us,2015/2016,2/29/2016,3.18382,
1wk,us,2015/2016,3/7/2016,3.34967,
1wk,us,2015/2016,3/14/2016,3.5683,
1wk,us,2015/2016,3/21/2016,3.08262,
1wk,us,2015/2016,3/28/2016,2.79466,
1wk,us,2015/2016,4/4/2016,2.48194,
1wk,us,2015/2016,4/11/2016,2.1,
1wk,us,2015/2016,4/18/2016,2.00328,
1wk,us,2015/2016,4/25/2016,1.90477,
1wk,us,2015/2016,5/2/2016,1.7318,
1wk,us,2015/2016,5/9/2016,1.60558,
1wk,us,2015/2016,5/16/2016,1.40574,
2wk,us,2015/2016,11/2/2015,1.47952,
2wk,us,2015/2016,11/9/2015,1.54546,
2wk,us,2015/2016,11/16/2015,1.64238,
2wk,us,2015/2016,11/23/2015,1.94444,
2wk,us,2015/2016,12/1/2015,1.72387,
2wk,us,2015/2016,12/7/2015,1.83466,
2wk,us,2015/2016,12/14/2015,1.92413,
2wk,us,2015/2016,12/21/2015,2.36367,
2wk,us,2015/2016,12/30/2015,2.46448,
2wk,us,2015/2016,1/6/2016,1.9951,
2wk,us,2015/2016,1/11/2016,2.04124,
2wk,us,2015/2016,1/18/2016,2.15824,
2wk,us,2015/2016,1/25/2016,2.28139,
2wk,us,2015/2016,2/1/2016,2.41851,
2wk,us,2015/2016,2/8/2016,2.84596,
2wk,us,2015/2016,2/15/2016,3.16601,
2wk,us,2015/2016,2/22/2016,3.18382,
2wk,us,2015/2016,2/29/2016,3.34967,
2wk,us,2015/2016,3/7/2016,3.5683,
2wk,us,2015/2016,3/14/2016,3.08262,
2wk,us,2015/2016,3/21/2016,2.79466,
2wk,us,2015/2016,3/28/2016,2.48194,
2wk,us,2015/2016,4/4/2016,2.1,
2wk,us,2015/2016,4/11/2016,2.00328,
2wk,us,2015/2016,4/18/2016,1.90477,
2wk,us,2015/2016,4/25/2016,1.7318,
2wk,us,2015/2016,5/2/2016,1.60558,
2wk,us,2015/2016,5/9/2016,1.40574,
2wk,us,2015/2016,5/16/2016,1.33391,
3wk,us,2015/2016,11/2/2015,1.54546,
3wk,us,2015/2016,11/9/2015,1.64238,
3wk,us,2015/2016,11/16/2015,1.94444,
3wk,us,2015/2016,11/23/2015,1.72387,
3wk,us,2015/2016,12/1/2015,1.83466,
3wk,us,2015/2016,12/7/2015,1.92413,
3wk,us,2015/2016,12/14/2015,2.36367,
3wk,us,2015/2016,12/21/2015,2.46448,
3wk,us,2015/2016,12/30/2015,1.9951,
3wk,us,2015/2016,1/6/2016,2.04124,
3wk,us,2015/2016,1/11/2016,2.15824,
3wk,us,2015/2016,1/18/2016,2.28139,
3wk,us,2015/2016,1/25/2016,2.41851,
3wk,us,2015/2016,2/1/2016,2.84596,
3wk,us,2015/2016,2/8/2016,3.16601,
3wk,us,2015/2016,2/15/2016,3.18382,
3wk,us,2015/2016,2/22/2016,3.34967,
3wk,us,2015/2016,2/29/2016,3.5683,
3wk,us,2015/2016,3/7/2016,3.08262,
3wk,us,2015/2016,3/14/2016,2.79466,
3wk,us,2015/2016,3/21/2016,2.48194,
3wk,us,2015/2016,3/28/2016,2.1,
3wk,us,2015/2016,4/4/2016,2.00328,
3wk,us,2015/2016,4/11/2016,1.90477,
3wk,us,2015/2016,4/18/2016,1.7318,
3wk,us,2015/2016,4/25/2016,1.60558,
3wk,us,2015/2016,5/2/2016,1.40574,
3wk,us,2015/2016,5/9/2016,1.33391,
3wk,us,2015/2016,5/16/2016,1.22655,
4wk,us,2015/2016,11/2/2015,1.64238,
4wk,us,2015/2016,11/9/2015,1.94444,
4wk,us,2015/2016,11/16/2015,1.72387,
4wk,us,2015/2016,11/23/2015,1.83466,
4wk,us,2015/2016,12/1/2015,1.92413,
4wk,us,2015/2016,12/7/2015,2.36367,
4wk,us,2015/2016,12/14/2015,2.46448,
4wk,us,2015/2016,12/21/2015,1.9951,
4wk,us,2015/2016,12/30/2015,2.04124,
4wk,us,2015/2016,1/6/2016,2.15824,
4wk,us,2015/2016,1/11/2016,2.28139,
4wk,us,2015/2016,1/18/2016,2.41851,
4wk,us,2015/2016,1/25/2016,2.84596,
4wk,us,2015/2016,2/1/2016,3.16601,
4wk,us,2015/2016,2/8/2016,3.18382,
4wk,us,2015/2016,2/15/2016,3.34967,
4wk,us,2015/2016,2/22/2016,3.5683,
4wk,us,2015/2016,2/29/2016,3.08262,
4wk,us,2015/2016,3/7/2016,2.79466,
4wk,us,2015/2016,3/14/2016,2.48194,
4wk,us,2015/2016,3/21/2016,2.1,
4wk,us,2015/2016,3/28/2016,2.00328,
4wk,us,2015/2016,4/4/2016,1.90477,
4wk,us,2015/2016,4/11/2016,1.7318,
4wk,us,2015/2016,4/18/2016,1.60558,
4wk,us,2015/2016,4/25/2016,1.40574,
4wk,us,2015/2016,5/2/2016,1.33391,
4wk,us,2015/2016,5/9/2016,1.22655,
4wk,us,2015/2016,5/16/2016,1.17957,
